alert_id,user,date,risk_level,ensemble_score,ae_score,if_score,both_flagged,reason_count,reason_summary,high_reasons,device_count,email_external,http_suspicious,sensitive_files
ALERT-BAL0044-20100707,bal0044,2010-07-07,MEDIUM,0.4943,0.0845,0.9041,True,1,Logged into 6 different machines in one day — possible lateral movement,1,8,2,0,0
ALERT-HDS0367-20101029,hds0367,2010-10-29,MEDIUM,0.4941,0.1123,0.8758,True,4,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 3 different machines in one day — possible lateral movement; Visited 11 suspicious URLs (job boards, cloud storage, competitor sites)",2,8,7,11,1
ALERT-DLM0051-20100429,dlm0051,2010-04-29,MEDIUM,0.494,0.162,0.826,True,1,"Visited 21 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,2,21,0
ALERT-MPM0220-20100824,mpm0220,2010-08-24,MEDIUM,0.4939,0.0574,0.9304,True,1,Logged into 6 different machines in one day — possible lateral movement,1,28,9,0,0
ALERT-CCA0046-20101008,cca0046,2010-10-08,MEDIUM,0.4938,0.1014,0.8862,True,3,"Logged into 6 different machines in one day — possible lateral movement; Visited 8 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 7:00 deviates 3.5 hours from personal baseline (3.5h avg)",1,12,8,8,0
ALERT-DLM0051-20110131,dlm0051,2011-01-31,MEDIUM,0.4937,0.1701,0.8173,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Visited 12 suspicious URLs (job boards, cloud storage, competitor sites)",1,18,17,12,1
ALERT-GTD0219-20100226,gtd0219,2010-02-26,MEDIUM,0.4934,0.1113,0.8756,True,2,Logged into 4 different machines in one day — possible lateral movement; 44% of session activity occurred outside business hours (baseline: 19%),1,8,8,0,0
ALERT-CCA0046-20100118,cca0046,2010-01-18,MEDIUM,0.4934,0.0455,0.9414,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 5 different machines in one day — possible lateral movement",2,9,6,1,1
ALERT-MOS0047-20100609,mos0047,2010-06-09,MEDIUM,0.4934,0.1114,0.8754,True,1,Logged into 7 different machines in one day — possible lateral movement,1,16,2,1,0
ALERT-MPM0220-20100118,mpm0220,2010-01-18,MEDIUM,0.4932,0.0643,0.922,True,1,Logged into 6 different machines in one day — possible lateral movement,1,28,7,0,0
ALERT-RNP0211-20101216,rnp0211,2010-12-16,MEDIUM,0.493,0.49,0.496,True,1,53% of session activity occurred outside business hours (baseline: 5%),0,6,1,0,0
ALERT-KBP0008-20100218,kbp0008,2010-02-18,MEDIUM,0.493,0.2958,0.6902,True,1,63% of session activity occurred outside business hours (baseline: 17%),0,0,20,0,0
ALERT-MPM0220-20100504,mpm0220,2010-05-04,MEDIUM,0.4929,0.0881,0.8977,True,1,Logged into 5 different machines in one day — possible lateral movement,1,26,2,0,0
ALERT-IBB0359-20100916,ibb0359,2010-09-16,MEDIUM,0.4927,0.0876,0.8978,True,4,"Accessed 3 sensitive file(s) in HR, finance, or executive directories; Logged into 5 different machines in one day — possible lateral movement; Visited 12 suspicious URLs (job boards, cloud storage, competitor sites)",2,26,1,12,3
ALERT-HDS0367-20100915,hds0367,2010-09-15,MEDIUM,0.4924,0.0755,0.9094,True,2,"Logged into 6 different machines in one day — possible lateral movement; Visited 22 suspicious URLs (job boards, cloud storage, competitor sites)",1,12,2,22,0
ALERT-BAL0044-20100525,bal0044,2010-05-25,MEDIUM,0.4924,0.1142,0.8706,True,1,Logged into 6 different machines in one day — possible lateral movement,1,10,6,0,0
ALERT-CCA0046-20100303,cca0046,2010-03-03,MEDIUM,0.4923,0.1001,0.8845,True,2,Logged into 6 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 3.9 hours from personal baseline (3.1h avg),1,12,4,1,0
ALERT-CCA0046-20100412,cca0046,2010-04-12,MEDIUM,0.4923,0.0579,0.9266,True,3,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 5 different machines in one day — possible lateral movement; Login at hour 1:00 deviates 3.6 hours from personal baseline (4.6h avg)",2,8,1,0,1
ALERT-BAL0044-20100405,bal0044,2010-04-05,MEDIUM,0.492,0.0855,0.8985,True,1,Logged into 6 different machines in one day — possible lateral movement,1,10,5,0,0
ALERT-AJF0370-20100803,ajf0370,2010-08-03,MEDIUM,0.4917,0.0455,0.9378,True,2,"Logged into 6 different machines in one day — possible lateral movement; Visited 12 suspicious URLs (job boards, cloud storage, competitor sites)",1,28,7,12,0
ALERT-MPM0220-20100524,mpm0220,2010-05-24,MEDIUM,0.4916,0.0905,0.8928,True,3,"Accessed 2 sensitive file(s) in HR, finance, or executive directories; Logged into 5 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 3.5 hours from personal baseline (3.5h avg)",2,26,8,0,2
ALERT-EIS0041-20100421,eis0041,2010-04-21,MEDIUM,0.4914,0.1179,0.8649,True,2,Logged into 6 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 3.5 hours from personal baseline (3.5h avg),1,12,1,0,0
ALERT-BAL0044-20100223,bal0044,2010-02-23,MEDIUM,0.4914,0.0697,0.9132,True,3,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 5 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 3.8 hours from personal baseline (3.2h avg)",2,8,7,0,1
ALERT-HDS0367-20100316,hds0367,2010-03-16,MEDIUM,0.4912,0.1011,0.8813,True,3,"Logged into 5 different machines in one day — possible lateral movement; Visited 18 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 4.4 hours from personal baseline (4.4h avg)",1,14,3,18,0
ALERT-HDS0367-20110210,hds0367,2011-02-10,MEDIUM,0.4911,0.1304,0.8517,True,2,"Logged into 6 different machines in one day — possible lateral movement; Visited 9 suspicious URLs (job boards, cloud storage, competitor sites)",1,12,9,9,0
ALERT-MPM0220-20100615,mpm0220,2010-06-15,MEDIUM,0.4911,0.0614,0.9208,True,1,Logged into 6 different machines in one day — possible lateral movement,1,28,1,0,0
ALERT-AJF0370-20100929,ajf0370,2010-09-29,MEDIUM,0.491,0.0491,0.9329,True,3,"Logged into 5 different machines in one day — possible lateral movement; Visited 16 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 1:00 deviates 3.1 hours from personal baseline (4.1h avg)",1,24,10,16,0
ALERT-DLM0051-20110402,dlm0051,2011-04-02,MEDIUM,0.4909,0.1244,0.8574,True,1,"Visited 3 suspicious URLs (job boards, cloud storage, competitor sites)",0,15,11,3,0
ALERT-IBB0359-20101101,ibb0359,2010-11-01,MEDIUM,0.4907,0.0948,0.8867,True,2,"Logged into 6 different machines in one day — possible lateral movement; Visited 21 suspicious URLs (job boards, cloud storage, competitor sites)",1,28,5,21,0
ALERT-AJF0370-20100422,ajf0370,2010-04-22,MEDIUM,0.4907,0.0755,0.9058,True,3,"Logged into 6 different machines in one day — possible lateral movement; Visited 12 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 1:00 deviates 3.3 hours from personal baseline (4.3h avg)",1,22,10,12,0
ALERT-AVM0947-20101123,avm0947,2010-11-23,MEDIUM,0.4901,0.2225,0.7577,True,1,79% of session activity occurred outside business hours (baseline: 9%),0,13,1,0,0
ALERT-IBB0359-20101112,ibb0359,2010-11-12,MEDIUM,0.4901,0.0952,0.885,True,1,Logged into 6 different machines in one day — possible lateral movement,1,26,2,2,0
ALERT-BAL0044-20110124,bal0044,2011-01-24,MEDIUM,0.49,0.1787,0.8014,True,2,"Logged into 6 different machines in one day — possible lateral movement; Visited 3 suspicious URLs (job boards, cloud storage, competitor sites)",1,12,9,3,0
ALERT-EIS0041-20100614,eis0041,2010-06-14,MEDIUM,0.4899,0.0577,0.922,True,3,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 3.9 hours from personal baseline (3.9h avg)",2,10,1,1,1
ALERT-EIS0041-20101202,eis0041,2010-12-02,MEDIUM,0.4897,0.0775,0.902,True,1,Logged into 6 different machines in one day — possible lateral movement,1,12,7,1,0
ALERT-MPM0220-20100902,mpm0220,2010-09-02,MEDIUM,0.4896,0.084,0.8952,True,1,Logged into 6 different machines in one day — possible lateral movement,1,25,2,0,0
ALERT-MPM0220-20101028,mpm0220,2010-10-28,MEDIUM,0.4896,0.0511,0.9281,True,1,Logged into 5 different machines in one day — possible lateral movement,1,26,1,0,0
ALERT-THR0873-20100114,thr0873,2010-01-14,MEDIUM,0.4895,0.1016,0.8774,True,1,"Accessed 1 sensitive file(s) in HR, finance, or executive directories",1,18,12,0,1
ALERT-DLM0051-20110331,dlm0051,2011-03-31,MEDIUM,0.4895,0.2432,0.7358,True,1,"Visited 20 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,10,20,0
ALERT-IBB0359-20110429,ibb0359,2011-04-29,MEDIUM,0.4895,0.0455,0.9335,True,2,"Logged into 6 different machines in one day — possible lateral movement; Visited 13 suspicious URLs (job boards, cloud storage, competitor sites)",1,26,4,13,0
ALERT-DLM0051-20100710,dlm0051,2010-07-10,MEDIUM,0.4894,0.1941,0.7847,True,0,,0,18,4,0,0
ALERT-MOS0047-20100112,mos0047,2010-01-12,MEDIUM,0.4894,0.0941,0.8847,True,1,Logged into 6 different machines in one day — possible lateral movement,1,14,3,0,0
ALERT-IBB0359-20100921,ibb0359,2010-09-21,MEDIUM,0.4893,0.0762,0.9025,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement",2,28,1,0,1
ALERT-MPM0220-20100907,mpm0220,2010-09-07,MEDIUM,0.4891,0.0524,0.9258,True,1,Logged into 6 different machines in one day — possible lateral movement,1,24,8,0,0
ALERT-BSS0369-20100820,bss0369,2010-08-20,MEDIUM,0.489,0.061,0.9171,True,4,"Accessed 2 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement; Visited 11 suspicious URLs (job boards, cloud storage, competitor sites)",2,24,2,11,2
ALERT-DLM0051-20100722,dlm0051,2010-07-22,MEDIUM,0.4889,0.0968,0.881,True,1,"Accessed 1 sensitive file(s) in HR, finance, or executive directories",1,20,12,0,1
ALERT-AJF0370-20101021,ajf0370,2010-10-21,MEDIUM,0.4887,0.071,0.9064,True,3,"Logged into 6 different machines in one day — possible lateral movement; Visited 13 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 8:00 deviates 4.7 hours from personal baseline (3.3h avg)",1,26,8,13,0
ALERT-DLM0051-20110110,dlm0051,2011-01-10,MEDIUM,0.4885,0.2202,0.7567,True,1,"Visited 16 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,4,16,0
ALERT-BAL0044-20110308,bal0044,2011-03-08,MEDIUM,0.4885,0.0535,0.9235,True,3,"Logged into 6 different machines in one day — possible lateral movement; Visited 7 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 3.5 hours from personal baseline (3.5h avg)",1,10,5,7,0
ALERT-BAL0044-20110325,bal0044,2011-03-25,MEDIUM,0.4885,0.0511,0.9258,True,3,"Logged into 6 different machines in one day — possible lateral movement; Visited 5 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 3.5 hours from personal baseline (3.5h avg)",1,10,2,5,0
ALERT-DLM0051-20100822,dlm0051,2010-08-22,MEDIUM,0.4882,0.2263,0.7502,True,0,,0,18,10,0,0
ALERT-EIS0041-20100324,eis0041,2010-03-24,MEDIUM,0.488,0.0893,0.8867,True,1,Logged into 6 different machines in one day — possible lateral movement,1,10,4,1,0
ALERT-EIS0041-20100223,eis0041,2010-02-23,MEDIUM,0.4878,0.0428,0.9328,True,2,Logged into 6 different machines in one day — possible lateral movement; Login at hour 1:00 deviates 3.4 hours from personal baseline (4.4h avg),1,12,8,0,0
ALERT-DLM0051-20100209,dlm0051,2010-02-09,MEDIUM,0.4878,0.1558,0.8198,True,1,"Visited 16 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,2,16,0
ALERT-MPM0220-20100212,mpm0220,2010-02-12,MEDIUM,0.4875,0.063,0.912,True,3,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 3.5 hours from personal baseline (3.5h avg)",2,28,2,0,1
ALERT-MOS0047-20100812,mos0047,2010-08-12,MEDIUM,0.4873,0.0871,0.8875,True,1,Logged into 7 different machines in one day — possible lateral movement,1,12,0,1,0
ALERT-CCA0046-20100506,cca0046,2010-05-06,MEDIUM,0.4872,0.1169,0.8576,True,1,Logged into 6 different machines in one day — possible lateral movement,1,13,6,0,0
ALERT-AJF0370-20100608,ajf0370,2010-06-08,MEDIUM,0.4871,0.0516,0.9227,True,3,"Logged into 5 different machines in one day — possible lateral movement; Visited 21 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 4.7 hours from personal baseline (4.7h avg)",1,25,2,21,0
ALERT-BAL0044-20101118,bal0044,2010-11-18,MEDIUM,0.4871,0.1118,0.8624,True,1,Logged into 7 different machines in one day — possible lateral movement,1,10,3,0,0
ALERT-CCA0046-20101014,cca0046,2010-10-14,MEDIUM,0.487,0.0494,0.9247,True,3,Logged into 5 different machines in one day — possible lateral movement; 43% of session activity occurred outside business hours (baseline: 19%); Login at hour 0:00 deviates 3.7 hours from personal baseline (3.7h avg),1,16,3,0,0
ALERT-MOS0047-20100127,mos0047,2010-01-27,MEDIUM,0.487,0.1764,0.7977,True,1,Logged into 7 different machines in one day — possible lateral movement,1,16,3,0,0
ALERT-DLM0051-20100519,dlm0051,2010-05-19,MEDIUM,0.4868,0.1484,0.8252,True,1,"Visited 23 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,16,23,0
ALERT-EIS0041-20110330,eis0041,2011-03-30,MEDIUM,0.4867,0.0481,0.9253,True,1,Logged into 6 different machines in one day — possible lateral movement,1,14,9,0,0
ALERT-GTD0219-20100409,gtd0219,2010-04-09,MEDIUM,0.4867,0.073,0.9004,True,1,Logged into 6 different machines in one day — possible lateral movement,1,10,8,0,0
ALERT-MPM0220-20101006,mpm0220,2010-10-06,MEDIUM,0.4866,0.0438,0.9295,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 6 different machines in one day — possible lateral movement",2,24,8,0,1
ALERT-DLM0051-20100915,dlm0051,2010-09-15,MEDIUM,0.4865,0.0539,0.9191,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Visited 20 suspicious URLs (job boards, cloud storage, competitor sites)",1,18,14,20,1
ALERT-IBB0359-20110216,ibb0359,2011-02-16,MEDIUM,0.4862,0.0851,0.8872,True,4,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 4 different machines in one day — possible lateral movement; Visited 3 suspicious URLs (job boards, cloud storage, competitor sites)",2,24,8,3,1
ALERT-THR0873-20100330,thr0873,2010-03-30,MEDIUM,0.486,0.1733,0.7988,True,0,,0,18,4,1,0
ALERT-HDS0367-20100426,hds0367,2010-04-26,MEDIUM,0.4858,0.1154,0.8561,True,3,"Logged into 6 different machines in one day — possible lateral movement; Visited 4 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 3.0 hours from personal baseline (3.0h avg)",1,12,7,4,0
ALERT-GTD0219-20100407,gtd0219,2010-04-07,MEDIUM,0.4857,0.1277,0.8438,True,1,Logged into 6 different machines in one day — possible lateral movement,1,12,4,0,0
ALERT-MPM0220-20100719,mpm0220,2010-07-19,MEDIUM,0.4856,0.0662,0.905,True,3,"Accessed 2 sensitive file(s) in HR, finance, or executive directories; Logged into 5 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 3.5 hours from personal baseline (3.5h avg)",2,26,4,0,2
ALERT-GTD0219-20100416,gtd0219,2010-04-16,MEDIUM,0.4854,0.1168,0.854,True,1,Logged into 6 different machines in one day — possible lateral movement,1,14,9,1,0
ALERT-BRM0995-20100415,brm0995,2010-04-15,MEDIUM,0.4854,0.2729,0.6978,True,1,43% of session activity occurred outside business hours (baseline: 28%),0,18,2,0,0
ALERT-MPM0220-20100803,mpm0220,2010-08-03,MEDIUM,0.4853,0.107,0.8637,True,2,Logged into 5 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 3.3 hours from personal baseline (3.3h avg),1,20,7,0,0
ALERT-CCA0046-20100209,cca0046,2010-02-09,MEDIUM,0.4851,0.1677,0.8024,True,2,Logged into 6 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 3.1 hours from personal baseline (3.9h avg),1,10,4,2,0
ALERT-THR0873-20101208,thr0873,2010-12-08,MEDIUM,0.4851,0.2777,0.6925,True,0,,0,16,5,0,0
ALERT-HDS0367-20100201,hds0367,2010-02-01,MEDIUM,0.485,0.09,0.88,True,2,"Logged into 6 different machines in one day — possible lateral movement; Visited 16 suspicious URLs (job boards, cloud storage, competitor sites)",1,12,6,16,0
ALERT-DLM0051-20101222,dlm0051,2010-12-22,MEDIUM,0.485,0.2591,0.7109,True,1,"Visited 16 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,2,16,0
ALERT-DLM0051-20110315,dlm0051,2011-03-15,MEDIUM,0.485,0.1692,0.8008,True,1,"Visited 19 suspicious URLs (job boards, cloud storage, competitor sites)",0,14,14,19,0
ALERT-AJF0370-20110107,ajf0370,2011-01-07,MEDIUM,0.4849,0.0524,0.9174,True,1,Logged into 6 different machines in one day — possible lateral movement,1,24,8,1,0
ALERT-DLM0051-20100218,dlm0051,2010-02-18,MEDIUM,0.4849,0.199,0.7708,True,1,"Visited 3 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,11,3,0
ALERT-CCA0046-20100323,cca0046,2010-03-23,MEDIUM,0.4847,0.0891,0.8803,True,1,Logged into 7 different machines in one day — possible lateral movement,1,10,2,0,0
ALERT-IBB0359-20100106,ibb0359,2010-01-06,MEDIUM,0.4846,0.0499,0.9194,True,2,"Logged into 6 different machines in one day — possible lateral movement; Visited 12 suspicious URLs (job boards, cloud storage, competitor sites)",1,26,4,12,0
ALERT-DLM0051-20110415,dlm0051,2011-04-15,MEDIUM,0.4844,0.1526,0.8163,True,0,,0,18,14,2,0
ALERT-DLM0051-20110214,dlm0051,2011-02-14,MEDIUM,0.4844,0.0748,0.894,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Visited 19 suspicious URLs (job boards, cloud storage, competitor sites)",1,17,5,19,1
ALERT-MPM0220-20101008,mpm0220,2010-10-08,MEDIUM,0.4844,0.0927,0.8761,True,2,"Accessed 2 sensitive file(s) in HR, finance, or executive directories; Logged into 4 different machines in one day — possible lateral movement",2,22,6,0,2
ALERT-EIS0041-20100604,eis0041,2010-06-04,MEDIUM,0.4842,0.1027,0.8658,True,2,Logged into 6 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 3.6 hours from personal baseline (3.4h avg),1,12,5,0,0
ALERT-HDS0367-20110505,hds0367,2011-05-05,MEDIUM,0.4842,0.0715,0.8969,True,3,"Logged into 6 different machines in one day — possible lateral movement; Visited 5 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 3.7 hours from personal baseline (3.7h avg)",1,14,7,5,0
ALERT-GTD0219-20100604,gtd0219,2010-06-04,MEDIUM,0.4841,0.0687,0.8994,True,1,Logged into 6 different machines in one day — possible lateral movement,1,12,8,0,0
ALERT-BAL0044-20110215,bal0044,2011-02-15,MEDIUM,0.484,0.0729,0.8952,True,2,"Logged into 6 different machines in one day — possible lateral movement; Visited 13 suspicious URLs (job boards, cloud storage, competitor sites)",1,10,7,13,0
ALERT-CCA0046-20100604,cca0046,2010-06-04,MEDIUM,0.4839,0.097,0.8708,True,2,Logged into 6 different machines in one day — possible lateral movement; Login at hour 1:00 deviates 3.3 hours from personal baseline (4.3h avg),1,10,4,1,0
ALERT-BAL0044-20101029,bal0044,2010-10-29,MEDIUM,0.4839,0.0822,0.8855,True,1,Logged into 6 different machines in one day — possible lateral movement,1,10,2,0,0
ALERT-DLM0051-20100812,dlm0051,2010-08-12,MEDIUM,0.4834,0.2185,0.7484,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Visited 16 suspicious URLs (job boards, cloud storage, competitor sites)",1,18,5,16,1
ALERT-AJF0370-20100706,ajf0370,2010-07-06,MEDIUM,0.4834,0.059,0.9079,True,3,"Logged into 6 different machines in one day — possible lateral movement; Visited 8 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 1:00 deviates 3.5 hours from personal baseline (4.5h avg)",1,22,0,8,0
ALERT-GTD0219-20100106,gtd0219,2010-01-06,MEDIUM,0.4833,0.076,0.8906,True,1,Logged into 6 different machines in one day — possible lateral movement,1,12,4,0,0
ALERT-IBB0359-20110418,ibb0359,2011-04-18,MEDIUM,0.4829,0.1045,0.8613,True,3,"Logged into 5 different machines in one day — possible lateral movement; Visited 12 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 4.3 hours from personal baseline (4.3h avg)",1,18,1,12,0
ALERT-MPM0220-20100708,mpm0220,2010-07-08,MEDIUM,0.4828,0.0816,0.884,True,2,Logged into 4 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 3.8 hours from personal baseline (3.8h avg),1,23,5,0,0
ALERT-BAL0044-20100208,bal0044,2010-02-08,MEDIUM,0.4828,0.131,0.8346,True,1,Logged into 6 different machines in one day — possible lateral movement,1,10,0,0,0
ALERT-DLM0051-20110222,dlm0051,2011-02-22,MEDIUM,0.4827,0.1347,0.8307,True,2,"Accessed 2 sensitive file(s) in HR, finance, or executive directories; Visited 16 suspicious URLs (job boards, cloud storage, competitor sites)",1,18,6,16,2
ALERT-MPM0220-20100401,mpm0220,2010-04-01,MEDIUM,0.4827,0.054,0.9114,True,2,Logged into 5 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 3.3 hours from personal baseline (3.3h avg),1,26,4,0,0
ALERT-SAA0999-20100224,saa0999,2010-02-24,MEDIUM,0.4825,0.2491,0.7159,True,0,,0,18,1,1,0
ALERT-AJF0370-20100621,ajf0370,2010-06-21,MEDIUM,0.4824,0.0517,0.9131,True,2,"Accessed 2 sensitive file(s) in HR, finance, or executive directories; Logged into 5 different machines in one day — possible lateral movement",2,23,1,0,2
ALERT-GTD0219-20100514,gtd0219,2010-05-14,MEDIUM,0.4824,0.1062,0.8587,True,1,Logged into 6 different machines in one day — possible lateral movement,1,10,3,0,0
ALERT-MPM0220-20100210,mpm0220,2010-02-10,MEDIUM,0.4823,0.0791,0.8855,True,1,Logged into 6 different machines in one day — possible lateral movement,1,26,4,0,0
ALERT-JGT0221-20100715,jgt0221,2010-07-15,MEDIUM,0.482,0.1482,0.8158,True,2,"Logged into 6 different machines in one day — possible lateral movement; Visited 4 suspicious URLs (job boards, cloud storage, competitor sites)",1,4,7,4,0
ALERT-CCA0046-20100218,cca0046,2010-02-18,MEDIUM,0.4818,0.1131,0.8504,True,3,Logged into 4 different machines in one day — possible lateral movement; 52% of session activity occurred outside business hours (baseline: 18%); Login at hour 0:00 deviates 3.4 hours from personal baseline (3.4h avg),1,6,2,1,0
ALERT-GTD0219-20100506,gtd0219,2010-05-06,MEDIUM,0.4817,0.1169,0.8465,True,2,Logged into 6 different machines in one day — possible lateral movement; Login at hour 6:00 deviates 3.0 hours from personal baseline (3.0h avg),1,12,6,0,0
ALERT-BSS0369-20100810,bss0369,2010-08-10,MEDIUM,0.4811,0.1195,0.8427,True,2,"Logged into 6 different machines in one day — possible lateral movement; Visited 12 suspicious URLs (job boards, cloud storage, competitor sites)",1,28,9,12,0
ALERT-GTD0219-20100330,gtd0219,2010-03-30,MEDIUM,0.4811,0.0603,0.9018,True,2,Logged into 6 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 3.5 hours from personal baseline (3.5h avg),1,14,8,0,0
ALERT-CCA0046-20100902,cca0046,2010-09-02,MEDIUM,0.4811,0.0803,0.8819,True,1,Logged into 5 different machines in one day — possible lateral movement,1,12,7,1,0
ALERT-MPM0220-20100827,mpm0220,2010-08-27,MEDIUM,0.4809,0.0997,0.862,True,1,Logged into 5 different machines in one day — possible lateral movement,1,26,6,0,0
ALERT-MOS0047-20100823,mos0047,2010-08-23,MEDIUM,0.4808,0.0651,0.8965,True,2,Logged into 6 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 3.8 hours from personal baseline (3.8h avg),1,14,1,0,0
ALERT-MOS0047-20100217,mos0047,2010-02-17,MEDIUM,0.4807,0.0855,0.876,True,3,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 5 different machines in one day — possible lateral movement; Login at hour 7:00 deviates 3.5 hours from personal baseline (3.5h avg)",2,8,10,0,1
ALERT-SAA0999-20100315,saa0999,2010-03-15,MEDIUM,0.4805,0.2734,0.6876,True,0,,0,20,4,0,0
ALERT-BAL0044-20110107,bal0044,2011-01-07,MEDIUM,0.4804,0.0781,0.8827,True,2,"Logged into 7 different machines in one day — possible lateral movement; Visited 5 suspicious URLs (job boards, cloud storage, competitor sites)",1,8,10,5,0
ALERT-BAL0044-20100928,bal0044,2010-09-28,MEDIUM,0.4804,0.0846,0.8762,True,2,"Accessed 1 sensitive file(s) in HR, finance, or executive directories; Logged into 5 different machines in one day — possible lateral movement",2,8,7,0,1
ALERT-AJF0370-20110510,ajf0370,2011-05-10,MEDIUM,0.4804,0.0651,0.8957,True,3,"Logged into 6 different machines in one day — possible lateral movement; Visited 14 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 1:00 deviates 3.5 hours from personal baseline (4.5h avg)",1,28,4,14,0
ALERT-EIS0041-20100319,eis0041,2010-03-19,MEDIUM,0.4804,0.1317,0.8291,True,1,Logged into 6 different machines in one day — possible lateral movement,1,14,6,1,0
ALERT-EIS0041-20100709,eis0041,2010-07-09,MEDIUM,0.4802,0.0951,0.8653,True,1,Logged into 6 different machines in one day — possible lateral movement,1,14,8,0,0
ALERT-DLM0051-20100601,dlm0051,2010-06-01,MEDIUM,0.48,0.1175,0.8424,True,1,"Visited 19 suspicious URLs (job boards, cloud storage, competitor sites)",0,17,14,19,0
ALERT-IBB0359-20101012,ibb0359,2010-10-12,MEDIUM,0.4799,0.0446,0.9152,True,3,"Logged into 6 different machines in one day — possible lateral movement; Visited 11 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 1:00 deviates 3.2 hours from personal baseline (4.2h avg)",1,26,4,11,0
ALERT-AJF0370-20110414,ajf0370,2011-04-14,MEDIUM,0.4799,0.0746,0.8851,True,3,"Logged into 5 different machines in one day — possible lateral movement; Visited 26 suspicious URLs (job boards, cloud storage, competitor sites); Login at hour 0:00 deviates 3.7 hours from personal baseline (3.7h avg)",1,26,9,26,0
ALERT-DLM0051-20110506,dlm0051,2011-05-06,MEDIUM,0.4799,0.1226,0.8373,True,1,"Visited 24 suspicious URLs (job boards, cloud storage, competitor sites)",0,18,5,24,0
ALERT-EIS0041-20100715,eis0041,2010-07-15,MEDIUM,0.4798,0.0683,0.8913,True,2,Logged into 7 different machines in one day — possible lateral movement; Login at hour 0:00 deviates 3.8 hours from personal baseline (3.8h avg),1,12,6,1,0
ALERT-GHL0460-20101112,ghl0460,2010-11-12,MEDIUM,0.4796,0.1841,0.775,True,2,USB/device activity (12 events) is 36.0x above this user's normal (0.3 avg); 80% of session activity occurred outside business hours (baseline: 13%),1,12,1,0,0
ALERT-BAL0044-20110207,bal0044,2011-02-07,MEDIUM,0.4795,0.049,0.9101,True,2,"Logged into 6 different machines in one day — possible lateral movement; Visited 4 suspicious URLs (job boards, cloud storage, competitor sites)",1,12,5,4,0
